hotel_name,url,rate,description,latitude,longitude
Hotel d'Aleth,https://www.booking.com/hotel/fr/d-aleth.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKSxK2jBsACAdICJDU2MTExOGIwLWM3ZmMtNDQ4NC1hZDIxLTBkNjFlMjc3OGYyN9gCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=86ed58c9ca9000df&srepoch=1684759059&from=searchresults,7.7," Situé en face du port des Bas Sablons, l'Hotel d'Aleth se trouve à seulement 1,9 km de la vieille ville de Saint-Malo. Vous pourrez vous détendre sur la terrasse du bar à la décoration nautique, ainsi qu'admirer la vue sur la ville et sur la mer.
  Situé en face du port des Bas Sablons, l'Hotel d'Aleth se trouve à seulement 1,9 km de la vieille ville de Saint-Malo. Vous pourrez vous détendre sur la terrasse du bar à la décoration nautique, ainsi qu'admirer la vue sur la ville et sur la mer.
",48.63593081,-2.02171236
Brit Hotel Le Surcouf,https://www.booking.com/hotel/fr/le-surcouf.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKSxK2jBsACAdICJDU2MTExOGIwLWM3ZmMtNDQ4NC1hZDIxLTBkNjFlMjc3OGYyN9gCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=86ed58c9ca9000df&srepoch=1684759059&from=searchresults,7.7," Situé dans le paisible quartier de Courtoisville, à 150 mètres de la plage et à 5 minutes des thermes, le Brit Hotel propose des chambres charmantes avec connexion Wi-Fi gratuite.
  Situé dans le paisible quartier de Courtoisville, à 150 mètres de la plage et à 5 minutes des thermes, le Brit Hotel propose des chambres charmantes avec connexion Wi-Fi gratuite.
",48.65773512,-1.99437261
Chambres d'Hôtes du Manoir du Haut Salmon,https://www.booking.com/hotel/fr/manoir-du-haut-salmon.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKSxK2jBsACAdICJDU2MTExOGIwLWM3ZmMtNDQ4NC1hZDIxLTBkNjFlMjc3OGYyN9gCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=86ed58c9ca9000df&srepoch=1684759059&from_sustainable_property_sr=1&from=searchresults,7.8," Située à seulement 10 minutes en voiture des plages de Saint-Malo et de la Manche, cette maison d'hôtes occupe un manoir rénové du XVIe siècle niché dans un parc de 8 hectares avec un étang. Elle propose des équipements de pêche, une connexion Wi-Fi gratuite, un jardin et une terrasse.
  Située à seulement 10 minutes en voiture des plages de Saint-Malo et de la Manche, cette maison d'hôtes occupe un manoir rénové du XVIe siècle niché dans un parc de 8 hectares avec un étang. Elle propose des équipements de pêche, une connexion Wi-Fi gratuite, un jardin et une terrasse.
",48.63320639,-1.95942342
Hotel De L'univers,https://www.booking.com/hotel/fr/de-l-univers.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKSxK2jBsACAdICJDU2MTExOGIwLWM3ZmMtNDQ4NC1hZDIxLTBkNjFlMjc3OGYyN9gCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=86ed58c9ca9000df&srepoch=1684759059&from=searchresults,8.0," L'Hotel De L'univers est installé dans la ville fortifiée de Saint-Malo, en Bretagne, à quelques pas du port ferry et de la gare. Pourvu d'une connexion Wi-Fi gratuite, l'établissement est à 400 mètres du port de plaisance de Saint-Malo.
  L'Hotel De L'univers est installé dans la ville fortifiée de Saint-Malo, en Bretagne, à quelques pas du port ferry et de la gare. Pourvu d'une connexion Wi-Fi gratuite, l'établissement est à 400 mètres du port de plaisance de Saint-Malo.
",48.65104101,-2.0237267
ibis Saint-Malo Madeleine,https://www.booking.com/hotel/fr/ibis-saint-malo-madeleine.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKSxK2jBsACAdICJDU2MTExOGIwLWM3ZmMtNDQ4NC1hZDIxLTBkNjFlMjc3OGYyN9gCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=86ed58c9ca9000df&srepoch=1684759059&from_sustainable_property_sr=1&from=searchresults,7.7," L'hôtel ibis Saint-Malo Madeleine bénéficie d'une grande terrasse dotée du chauffage avec un coin salon couvert. La connexion Wi-Fi et le parking sur place sont gratuits. L'établissement est situé à 10 minutes en voiture du centre de Saint-Malo et à 10 minutes à pied de l'aquarium de la ville.
  L'hôtel ibis Saint-Malo Madeleine bénéficie d'une grande terrasse dotée du chauffage avec un coin salon couvert. La connexion Wi-Fi et le parking sur place sont gratuits. L'établissement est situé à 10 minutes en voiture du centre de Saint-Malo et à 10 minutes à pied de l'aquarium de la ville.
",48.62597716,-1.99032784
"The Originals Boutique, Hôtel des Marins, Saint-Malo (Inter-Hotel)",https://www.booking.com/hotel/fr/dulouvresaintmalo.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKSxK2jBsACAdICJDU2MTExOGIwLWM3ZmMtNDQ4NC1hZDIxLTBkNjFlMjc3OGYyN9gCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=86ed58c9ca9000df&srepoch=1684759059&from_sustainable_property_sr=1&from=searchresults,8.2," Situé au cœur de la ville fortifiée de Saint-Malo, l'établissement The Originals Boutique, Hôtel des Marins, Saint-Malo (Inter-Hotel) propose des chambres modernes avec une télévision à écran plat et une connexion Wi-Fi gratuite. La réception ouverte 24h/24 assure un service de billetterie.
  Situé au cœur de la ville fortifiée de Saint-Malo, l'établissement The Originals Boutique, Hôtel des Marins, Saint-Malo (Inter-Hotel) propose des chambres modernes avec une télévision à écran plat et une connexion Wi-Fi gratuite. La réception ouverte 24h/24 assure un service de billetterie.
",48.64880649,-2.02491224
Ker Annick,https://www.booking.com/hotel/fr/ker-annick.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKSxK2jBsACAdICJDU2MTExOGIwLWM3ZmMtNDQ4NC1hZDIxLTBkNjFlMjc3OGYyN9gCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=86ed58c9ca9000df&srepoch=1684759059&from=searchresults,7.8," Doté d'un bar, le Ker Annick propose des hébergements 2 étoiles à Saint-Malo, à 1 km de la plage du Sillon. Vous séjournerez à 1,7 km du fort national, à 1,8 km du Grand Bé et à 2,5 km de la tour Solidor. Cet établissement non-fumeurs se trouve à 1,3 km de la plage d'Eventail.
  Doté d'un bar, le Ker Annick propose des hébergements 2 étoiles à Saint-Malo, à 1 km de la plage du Sillon. Vous séjournerez à 1,7 km du fort national, à 1,8 km du Grand Bé et à 2,5 km de la tour Solidor. Cet établissement non-fumeurs se trouve à 1,3 km de la plage d'Eventail.
",48.647138,-2.008805
Cit'Hotel La Marinière,https://www.booking.com/hotel/fr/aux-voyageurs.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKSxK2jBsACAdICJDU2MTExOGIwLWM3ZmMtNDQ4NC1hZDIxLTBkNjFlMjc3OGYyN9gCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=86ed58c9ca9000df&srepoch=1684759059&from=searchresults,7.2," Situé à Saint-Malo, à moins de 1 km de la plage du Sillon, le Cit'Hotel La Marinière propose un service de concierge, des chambres non-fumeurs, un restaurant, une connexion Wi-Fi gratuite et un bar. Cet hôtel 2 étoiles possède une réception ouverte 24h/24. Certains logements possèdent un balcon avec vue sur la ville.
  Situé à Saint-Malo, à moins de 1 km de la plage du Sillon, le Cit'Hotel La Marinière propose un service de concierge, des chambres non-fumeurs, un restaurant, une connexion Wi-Fi gratuite et un bar. Cet hôtel 2 étoiles possède une réception ouverte 24h/24. Certains logements possèdent un balcon avec vue sur la ville.
",48.646999,-2.008665
Hôtel Restaurant Le Cocktail Bar,https://www.booking.com/hotel/fr/le-cocktail-bar.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKSxK2jBsACAdICJDU2MTExOGIwLWM3ZmMtNDQ4NC1hZDIxLTBkNjFlMjc3OGYyN9gCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=86ed58c9ca9000df&srepoch=1684759059&from=searchresults,7.9," L'Hôtel Le Cocktail Bar est situé dans le centre de Saint-Malo, à seulement 2 km de la gare et à 2,5 km de la plage. Vous pourrez prendre un verre au bar ou sur la terrasse par beau temps.
  L'Hôtel Le Cocktail Bar est situé dans le centre de Saint-Malo, à seulement 2 km de la gare et à 2,5 km de la plage. Vous pourrez prendre un verre au bar ou sur la terrasse par beau temps.
",48.63292631,-2.00691998
Hôtel de la Gare,https://www.booking.com/hotel/fr/de-la-gare-saint-malo.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKSxK2jBsACAdICJDU2MTExOGIwLWM3ZmMtNDQ4NC1hZDIxLTBkNjFlMjc3OGYyN9gCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=86ed58c9ca9000df&srepoch=1684759059&from=searchresults,8.2, ,48.646646,-2.009096
Hotel Le Croiseur Intra Muros,https://www.booking.com/hotel/fr/le-croiseur.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKSxK2jBsACAdICJDU2MTExOGIwLWM3ZmMtNDQ4NC1hZDIxLTBkNjFlMjc3OGYyN9gCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=86ed58c9ca9000df&srepoch=1684759059&from=searchresults,8.4," Situé à Saint-Malo, à 400 mètres du casino, l’Hotel Le Croiseur Intra Muros propose de nombreux équipements, dont une terrasse, un salon commun, un bar et une connexion Wi-Fi gratuite. L’hôtel vous accueille à proximité de plusieurs sites d’intérêt, comme le port ferry de la Cale de Dinan, à 400 mètres, ou l’Espace Duguay Trouin et le Palais du Grand Large, tous deux situés à 600 mètres.
  Situé à Saint-Malo, à 400 mètres du casino, l’Hotel Le Croiseur Intra Muros propose de nombreux équipements, dont une terrasse, un salon commun, un bar et une connexion Wi-Fi gratuite. L’hôtel vous accueille à proximité de plusieurs sites d’intérêt, comme le port ferry de la Cale de Dinan, à 400 mètres, ou l’Espace Duguay Trouin et le Palais du Grand Large, tous deux situés à 600 mètres.
",48.64956493,-2.02441603
Hotel Ajoncs d'Or,https://www.booking.com/hotel/fr/ajoncsdor.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKSxK2jBsACAdICJDU2MTExOGIwLWM3ZmMtNDQ4NC1hZDIxLTBkNjFlMjc3OGYyN9gCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=86ed58c9ca9000df&srepoch=1684759059&from=searchresults,8.4," L'hôtel Ajoncs d'Or se situe au cœur des remparts historiques de la ville fortifiée de Saint-Malo, à 350 mètres du port de plaisance de la ville. Vous bénéficierez gratuitement d'une connexion Wi-Fi.
  L'hôtel Ajoncs d'Or se situe au cœur des remparts historiques de la ville fortifiée de Saint-Malo, à 350 mètres du port de plaisance de la ville. Vous bénéficierez gratuitement d'une connexion Wi-Fi.
",48.64735692,-2.02519655
Hotel Eden,https://www.booking.com/hotel/fr/eden-saint-malo.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKSxK2jBsACAdICJDU2MTExOGIwLWM3ZmMtNDQ4NC1hZDIxLTBkNjFlMjc3OGYyN9gCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=86ed58c9ca9000df&srepoch=1684759059&from=searchresults,7.2, ,48.66190919,-1.98966533
Hôtel Bristol Union Intra Muros,https://www.booking.com/hotel/fr/bristol-union.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKSxK2jBsACAdICJDU2MTExOGIwLWM3ZmMtNDQ4NC1hZDIxLTBkNjFlMjc3OGYyN9gCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=86ed58c9ca9000df&srepoch=1684759059&from=searchresults,8.6," L’Hôtel Bristol Union Intra Muros est situé au cœur de Saint-Malo, dans l’enceinte des remparts de la vieille ville, à 180 mètres du port de plaisance. Il propose des chambres et des suites munies d’une salle de bains privative, d’une télévision par satellite et d’une connexion Wi-Fi gratuite.
  L’Hôtel Bristol Union Intra Muros est situé au cœur de Saint-Malo, dans l’enceinte des remparts de la vieille ville, à 180 mètres du port de plaisance. Il propose des chambres et des suites munies d’une salle de bains privative, d’une télévision par satellite et d’une connexion Wi-Fi gratuite.
",48.649611,-2.02430338
Les Chiens du Guet,https://www.booking.com/hotel/fr/les-chiens-du-guet.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKSxK2jBsACAdICJDU2MTExOGIwLWM3ZmMtNDQ4NC1hZDIxLTBkNjFlMjc3OGYyN9gCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=86ed58c9ca9000df&srepoch=1684759059&from_sustainable_property_sr=1&from=searchresults,7.4," L'établissement Les Chiens du Guet est situé au cœur de Saint-Malo, à seulement 50 mètres de la plage et à 550 mètres du port de plaisance. Vous pourrez vous détendre sur la terrasse avec un verre commandé au bar et dîner au restaurant sur place. Une connexion Wi-Fi est disponible gratuitement.
  L'établissement Les Chiens du Guet est situé au cœur de Saint-Malo, à seulement 50 mètres de la plage et à 550 mètres du port de plaisance. Vous pourrez vous détendre sur la terrasse avec un verre commandé au bar et dîner au restaurant sur place. Une connexion Wi-Fi est disponible gratuitement.
",48.647932,-2.028651
Studio Résidence de l'Hermine,https://www.booking.com/hotel/fr/studio-residence-de-l-hermine.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zYWludC1tYWxvSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKSxK2jBsACAdICJDU2MTExOGIwLWM3ZmMtNDQ4NC1hZDIxLTBkNjFlMjc3OGYyN9gCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=86ed58c9ca9000df&srepoch=1684759059&from_sustainable_property_sr=1&from=searchresults,," Doté d'un balcon, le Studio Résidence de l'Hermine est situé à Saint-Malo, à seulement 1,1 km de la plage du Sillon et à 1,3 km de celle d'Eventail. Vous bénéficierez gratuitement d'un parking privé et d'une connexion Wi-Fi.
  Doté d'un balcon, le Studio Résidence de l'Hermine est situé à Saint-Malo, à seulement 1,1 km de la plage du Sillon et à 1,3 km de celle d'Eventail. Vous bénéficierez gratuitement d'un parking privé et d'une connexion Wi-Fi.
",48.645897,-2.010076
Campanile Nîmes Centre Mas-Carbonnel,https://www.booking.com/hotel/fr/campanile-nimes-centre-mas-carbonnel.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9uw65tZXNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApLEraMGwAIB0gIkMTdiMTYyOWEtODBiZC00YTkwLWFhY2EtZjVlYzM2MGNiOWIy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=347558c9b6260074&srepoch=1684759059&from_sustainable_property_sr=1&from=searchresults,6.8," Doté d'une connexion Wi-Fi gratuite, le Campanile Nîmes Centre Mas-Carbonnel est un hôtel 3 étoiles proposant des hébergements à Nîmes, à moins de 20 minutes de marche de la gare, de la Maison Carrée et des arènes de la ville. Sa réception est ouverte 24h/24, et des journaux quotidiens sont disponibles.
  Doté d'une connexion Wi-Fi gratuite, le Campanile Nîmes Centre Mas-Carbonnel est un hôtel 3 étoiles proposant des hébergements à Nîmes, à moins de 20 minutes de marche de la gare, de la Maison Carrée et des arènes de la ville. Sa réception est ouverte 24h/24, et des journaux quotidiens sont disponibles.
",43.82273112,4.36412573
T2 proche des arènes,https://www.booking.com/hotel/fr/t2-proche-des-arenes.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9uw65tZXNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApLEraMGwAIB0gIkMTdiMTYyOWEtODBiZC00YTkwLWFhY2EtZjVlYzM2MGNiOWIy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=347558c9b6260074&srepoch=1684759059&from=searchresults,5.3," Situé à Nîmes, à 15 km du parc des expositions et à 33 km de l'amphithéâtre d'Arles, le T2 proche des arènes dispose de la climatisation. Cet appartement se trouve à 47 km du palais des papes et du centre commercial Odysseum.
  Situé à Nîmes, à 15 km du parc des expositions et à 33 km de l'amphithéâtre d'Arles, le T2 proche des arènes dispose de la climatisation. Cet appartement se trouve à 47 km du palais des papes et du centre commercial Odysseum.
",43.8316248,4.3536409
Un pied à terre avec terrasse à la Cathédrale,https://www.booking.com/hotel/fr/un-pied-a-terre-avec-terrasse-a-la-cathedrale.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9uw65tZXNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApLEraMGwAIB0gIkMTdiMTYyOWEtODBiZC00YTkwLWFhY2EtZjVlYzM2MGNiOWIy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=347558c9b6260074&srepoch=1684759059&from_sustainable_property_sr=1&from=searchresults,," Doté d'un jardin et d'une terrasse, l'établissement Un pied à terre avec terrasse à la Cathédrale est situé dans le centre de Nîmes, à 13 km du parc des expositions. Vous séjournerez à 35 km de l'amphithéâtre d'Arles et bénéficierez d'une connexion Wi-Fi gratuite dans l'ensemble des locaux.
  Doté d'un jardin et d'une terrasse, l'établissement Un pied à terre avec terrasse à la Cathédrale est situé dans le centre de Nîmes, à 13 km du parc des expositions. Vous séjournerez à 35 km de l'amphithéâtre d'Arles et bénéficierez d'une connexion Wi-Fi gratuite dans l'ensemble des locaux.
",43.83842414,4.35952244
Central Hotel,https://www.booking.com/hotel/fr/central-nimes.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9uw65tZXNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApLEraMGwAIB0gIkMTdiMTYyOWEtODBiZC00YTkwLWFhY2EtZjVlYzM2MGNiOWIy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=347558c9b6260074&srepoch=1684759059&from=searchresults,7.1," Le Central Hotel occupe un bâtiment rénové du XVIIIe siècle dans le centre historique de Nîmes, juste derrière l'ancien site romain de la porte d'Auguste. Il possède des chambres insonorisées dotées d'une salle de bains privative.
  Le Central Hotel occupe un bâtiment rénové du XVIIIe siècle dans le centre historique de Nîmes, juste derrière l'ancien site romain de la porte d'Auguste. Il possède des chambres insonorisées dotées d'une salle de bains privative.
",43.83899502,4.36281145
Hotel Majestic,https://www.booking.com/hotel/fr/majestic-nimes.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9uw65tZXNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApLEraMGwAIB0gIkMTdiMTYyOWEtODBiZC00YTkwLWFhY2EtZjVlYzM2MGNiOWIy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=347558c9b6260074&srepoch=1684759059&from_sustainable_property_sr=1&from=searchresults,8.4," Rénové en 2019, l'Hotel Majestic est situé à Nîmes, à seulement 320 mètres des arènes et du centre-ville de Nîmes. Vous serez aussi à 600 mètres du musée de la Romanité, à 1 km de la Maison Carrée et à 30 km from pont du Gard. La connexion Wi-Fi est gratuite.
  Rénové en 2019, l'Hotel Majestic est situé à Nîmes, à seulement 320 mètres des arènes et du centre-ville de Nîmes. Vous serez aussi à 600 mètres du musée de la Romanité, à 1 km de la Maison Carrée et à 30 km from pont du Gard. La connexion Wi-Fi est gratuite.
",43.83436329,4.36533675
Maison Albar Hotels L’Imperator,https://www.booking.com/hotel/fr/imperator-nimes.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9uw65tZXNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApLEraMGwAIB0gIkMTdiMTYyOWEtODBiZC00YTkwLWFhY2EtZjVlYzM2MGNiOWIy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=347558c9b6260074&srepoch=1684759059&from_sustainable_property_sr=1&from=searchresults,8.7," La Maison Albar Hotels L’Imperator est un hôtel de luxe situé dans la ville de Nîmes, en bordure du jardin de la Fontaine et à moins de 5 minutes à pied du temple romain de la Maison Carrée et du musée Carrée d'Art. Ava Gardner, Ernest Hemingway et le torero El Cordobes figurent parmi les clients de cet hôtel historique.
  La Maison Albar Hotels L’Imperator est un hôtel de luxe situé dans la ville de Nîmes, en bordure du jardin de la Fontaine et à moins de 5 minutes à pied du temple romain de la Maison Carrée et du musée Carrée d'Art. Ava Gardner, Ernest Hemingway et le torero El Cordobes figurent parmi les clients de cet hôtel historique.
",43.83866613,4.35276791
Hotel Cote Patio,https://www.booking.com/hotel/fr/hotelcotepatio.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9uw65tZXNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApLEraMGwAIB0gIkMTdiMTYyOWEtODBiZC00YTkwLWFhY2EtZjVlYzM2MGNiOWIy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=347558c9b6260074&srepoch=1684759059&from_sustainable_property_sr=1&from=searchresults,7.2," Situé à 900 mètres du centre-ville de Nîmes, l'Hotel Cote Patio se trouve à 5 minutes de marche des arènes et à 10 minutes à pied de la gare. Il propose une connexion Wi-Fi gratuite et une terrasse meublée.
  Situé à 900 mètres du centre-ville de Nîmes, l'Hotel Cote Patio se trouve à 5 minutes de marche des arènes et à 10 minutes à pied de la gare. Il propose une connexion Wi-Fi gratuite et une terrasse meublée.
",43.83887217,4.36974764
Hôtel De L'Amphithéâtre,https://www.booking.com/hotel/fr/de-l-amphitheatre-nimes.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9uw65tZXNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApLEraMGwAIB0gIkMTdiMTYyOWEtODBiZC00YTkwLWFhY2EtZjVlYzM2MGNiOWIy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=347558c9b6260074&srepoch=1684759059&from_sustainable_property_sr=1&from=searchresults,8.2, ,43.83581534,4.35914017
SQUARE HOTEL,https://www.booking.com/hotel/fr/square-nimes.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9uw65tZXNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApLEraMGwAIB0gIkMTdiMTYyOWEtODBiZC00YTkwLWFhY2EtZjVlYzM2MGNiOWIy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=347558c9b6260074&srepoch=1684759059&from_sustainable_property_sr=1&from=searchresults,8.7," Situé à Nîmes, à 13 km du parc des expositions, le SQUARE HOTEL propose un hébergement 3 étoiles avec une terrasse. Doté d'un salon commun, cet hôtel 3 étoiles propose des chambres climatisées avec connexion Wi-Fi gratuite et salle de bains privative. Cet établissement non-fumeurs se trouve à 34 km de l'amphithéâtre d'Arles.
  Situé à Nîmes, à 13 km du parc des expositions, le SQUARE HOTEL propose un hébergement 3 étoiles avec une terrasse. Doté d'un salon commun, cet hôtel 3 étoiles propose des chambres climatisées avec connexion Wi-Fi gratuite et salle de bains privative. Cet établissement non-fumeurs se trouve à 34 km de l'amphithéâtre d'Arles.
",43.837032,4.363037
